,listing_key,listing_creation_date,loan_origination_date,loan_original_amount,monthly_loan_payment,percent_funded,term,borrower_apr,prosper_rating_alpha,listing_category_numeric,listing_category_alpha
47415,FC33354149320658332D1DC,2012-03-09 15:42:38.990000000,2012-04-06 00:00:00,2000,86.85,1.0,36,0.35797,HR,15,Medical/Dental
47418,E8F73555137710518A1C3FC,2012-08-27 04:13:51.843000000,2012-08-30 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
47423,FC9435524770177383930ED,2012-07-06 12:44:02.237000000,2012-07-13 00:00:00,2500,94.17,1.0,36,0.24758,C,13,Household Expenses
47456,621F354620122874586C31C,2012-04-25 14:19:47.287000000,2012-04-27 00:00:00,4000,146.66,1.0,36,0.22742,C,6,Auto
47458,625835602852058478F6515,2012-10-18 13:17:04.313000000,2012-10-29 00:00:00,15000,399.41,1.0,60,0.22693,B,1,Debt Consolidation
47460,51FD355374594049946AF27,2012-08-01 09:02:06.450000000,2012-08-08 00:00:00,10000,250.03,1.0,60,0.19661,A,2,Home Improvement
47469,32CB3559226544310590272,2012-10-08 13:39:26.527000000,2012-10-16 00:00:00,10500,421.15,1.0,36,0.29537,D,1,Debt Consolidation
47475,9D1235404145778242E610F,2012-02-17 20:23:15.663000000,2012-03-07 00:00:00,11000,347.15,1.0,60,0.31375,D,9,Boat
47477,9D17354330187807361B29A,2012-04-01 18:27:54.067000000,2012-04-11 00:00:00,4000,173.71,1.0,36,0.35797,HR,15,Medical/Dental
47478,9D173544296458435687A3A,2012-04-13 06:44:43.563000000,2012-04-18 00:00:00,3000,87.86,1.0,60,0.27462,C,16,Motorcycle
47479,9D173547921459399EC8D76,2012-05-23 20:29:27.510000000,2012-05-29 00:00:00,15000,473.39,1.0,60,0.31375,D,3,Business
47482,B0E935551458407763902E1,2012-08-08 12:25:43.990000000,2012-08-23 00:00:00,20000,461.64,1.0,60,0.15936,A,7,Other
47486,B10B3555336904691299BEA,2012-08-19 14:07:09.010000000,2012-08-27 00:00:00,15000,370.69,1.0,60,0.19108,A,13,Household Expenses
47488,B11F3550276148675BA09DD,2012-06-28 10:18:51.057000000,2012-06-29 00:00:00,2000,69.03,1.0,36,0.18316,B,2,Home Improvement
47493,DB493549575180689CDAF9F,2012-06-11 16:27:44.520000000,2012-06-20 00:00:00,4000,348.27,1.0,12,0.11893,A,1,Debt Consolidation
47496,DB6A3552352557958E44761,2012-07-03 14:26:22.010000000,2012-07-11 00:00:00,10000,315.59,1.0,60,0.31375,D,20,Wedding Loans
47509,E8FD35616546956701AE85D,2012-10-23 14:47:46.263000000,2012-10-29 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
47512,E91D3537513669376B74734,2012-01-20 09:28:46.227000000,2012-01-25 00:00:00,6200,231.97,1.0,36,0.24246,C,13,Household Expenses
47514,DFED354551144868917D111,2012-04-14 14:04:13.020000000,2012-05-30 00:00:00,10000,269.69,1.0,60,0.23318,B,1,Debt Consolidation
47515,DFEE3537699045783A8AD4A,2012-01-21 12:51:24.477000000,2012-01-27 00:00:00,2000,85.99,1.0,36,0.34998,E,1,Debt Consolidation
47517,FCA73549925632261078418,2012-06-27 07:26:27.660000000,2012-06-29 00:00:00,15000,439.3,1.0,60,0.27462,C,1,Debt Consolidation
47519,FCB83557136502541BF1194,2012-09-06 13:21:47.063000000,2012-09-12 00:00:00,6500,208.94,1.0,36,0.12528,A,1,Debt Consolidation
47520,AF013546714651674454491,2012-05-08 05:15:31.560000000,2012-05-17 00:00:00,5000,179.96,1.0,36,0.21372,B,2,Home Improvement
47526,D9CE3539004207604425B6C,2012-01-31 18:50:51.997000000,2012-02-03 00:00:00,8000,168.45,1.0,60,0.09826,AA,1,Debt Consolidation
47530,DE973561498982142FB38CC,2012-10-30 13:33:20.403000000,2012-11-02 00:00:00,4000,135.17,1.0,60,0.35097,E,3,Business
47541,443E353634908636816F662,2012-01-18 21:37:38.290000000,2012-01-23 00:00:00,2500,76.61,1.0,36,0.06828,AA,14,Large Purchases
47547,E5BE3544554830459059886,2012-04-18 21:47:28.060000000,2012-04-23 00:00:00,12500,346.66,1.0,60,0.24702,C,16,Motorcycle
47550,520C3555424360313C64216,2012-08-19 09:56:55.333000000,2012-08-24 00:00:00,8500,291.09,1.0,36,0.17754,B,1,Debt Consolidation
47552,5216355960516603999914D,2012-09-26 16:50:27.570000000,2012-10-04 00:00:00,15000,415.82,1.0,60,0.24682,C,3,Business
47569,92F235519800385070BB9ED,2012-07-02 06:20:37.103000000,2012-07-06 00:00:00,6000,207.08,1.0,36,0.18316,B,2,Home Improvement
47571,92FA3560240109512C90F49,2012-10-08 08:37:06.417000000,2012-10-10 00:00:00,4500,121.26,1.0,60,0.23277,C,2,Home Improvement
47575,930D3563821230365892EAD,2012-11-18 13:13:50.147000000,2012-11-23 00:00:00,2000,75.34,1.0,36,0.24758,C,13,Household Expenses
47576,93113563073093464874201,2012-11-26 17:42:41.403000000,2012-12-10 00:00:00,21000,697.8,1.0,36,0.14857,A,1,Debt Consolidation
47584,1AB63545962016872616F82,2012-04-19 17:29:50.767000000,2012-05-24 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
47586,8DF83560295012058A7D95E,2012-10-24 22:39:34.080000000,2012-10-31 00:00:00,4000,88.43,1.0,60,0.13983,A,7,Other
47609,E045356408088789288ACEE,2012-11-16 09:52:50.110000000,2012-12-04 00:00:00,15000,584.25,1.0,36,0.27285,D,1,Debt Consolidation
47610,FBF335387773113507AA834,2012-01-27 13:12:30.793000000,2012-01-31 00:00:00,7000,179.47,1.0,60,0.20358,B,1,Debt Consolidation
47616,AF32355332919312268D0E2,2012-07-16 18:31:20.200000000,2012-07-24 00:00:00,11000,281.13,1.0,60,0.20705,B,1,Debt Consolidation
47621,DEAF3562647644878B55819,2012-11-20 05:52:04.820000000,2012-11-26 00:00:00,4000,108.62,1.0,60,0.23656,C,7,Other
47627,D70A354725429147102C14F,2012-05-25 07:17:46.613000000,2012-05-29 00:00:00,10000,277.33,1.0,60,0.24702,C,1,Debt Consolidation
47628,D70B35458865745792961D2,2012-04-25 08:16:32.460000000,2012-04-30 00:00:00,5500,189.83,1.0,36,0.18316,B,15,Medical/Dental
47630,44493557461414763C42121,2012-09-19 12:33:42.867000000,2012-09-26 00:00:00,15000,505.34,1.0,36,0.15833,A,13,Household Expenses
47635,655C35605938083413CEFC8,2012-10-13 18:11:39.210000000,2012-10-22 00:00:00,18500,689.32,1.0,36,0.23939,C,1,Debt Consolidation
47636,656E35515960377663438BA,2012-07-18 06:31:10.140000000,2012-07-20 00:00:00,6000,161.81,1.0,60,0.23318,B,16,Motorcycle
47639,E5C53556277793580B2B77E,2012-08-27 20:32:46.833000000,2012-09-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
47643,E5E13564089485760380879,2012-11-27 15:10:54.933000000,2012-12-14 00:00:00,12500,439.4,1.0,36,0.19645,B,1,Debt Consolidation
47644,98053536942821687179E59,2012-01-11 11:16:08.890000000,2012-03-07 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
47650,5244354788013261441F273,2012-05-30 16:09:40.293000000,2012-06-05 00:00:00,12000,306.68,1.0,60,0.20705,B,1,Debt Consolidation
47657,3302355328994226406DA48,2012-08-04 20:49:42.057000000,2012-08-09 00:00:00,2000,86.85,1.0,36,0.35797,HR,7,Other
47662,33263521855625477CF5F40,2011-08-03 06:02:59.603000000,2012-06-28 00:00:00,6500,202.16,1.0,36,0.08829,AA,1,Debt Consolidation
47666,1ABE3548667642245F2576E,2012-06-05 12:36:38.787000000,2012-06-11 00:00:00,2500,91.67,1.0,36,0.22742,C,15,Medical/Dental
47669,1AC33551341413612592B63,2012-07-06 06:09:06.087000000,2012-07-19 00:00:00,5000,188.35,1.0,36,0.24758,C,15,Medical/Dental
47672,1AFD3540330479732A98BF5,2012-02-17 10:35:03.433000000,2012-03-02 00:00:00,10000,256.39,1.0,60,0.20358,B,1,Debt Consolidation
47683,934235577645981867ADCFE,2012-09-12 13:40:20.673000000,2012-09-17 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
47684,9D2835356672310902306AE,2012-01-02 13:20:31.213000000,2012-01-06 00:00:00,4000,171.08,1.0,36,0.34577,E,1,Debt Consolidation
47692,7F6E3558402811123618918,2012-09-29 10:56:04.790000000,2012-10-10 00:00:00,6000,226.02,1.0,36,0.24758,C,7,Other
47703,FC1635505663917578DC98B,2012-07-02 09:36:36,2012-07-17 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
47708,FC423567237870638948558,2012-12-27 12:05:42.967000000,2012-12-31 00:00:00,3000,113.4,1.0,36,0.25013,C,6,Auto
47710,FC543548353191911E4222B,2012-05-24 21:28:48.500000000,2012-06-05 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
47713,F5D63555808985849F06451,2012-08-25 00:27:17.757000000,2012-08-31 00:00:00,15000,572.78,1.0,36,0.25781,D,20,Wedding Loans
47715,F5D93535020012528290177,2012-01-01 14:37:16.133000000,2012-01-04 00:00:00,4000,172.6,1.0,36,0.35285,HR,1,Debt Consolidation
47717,E7AC3539850309189C7C7CF,2012-02-14 19:01:53.280000000,2012-02-17 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
47718,E7AF3556607339797F15E5E,2012-08-21 20:05:23.547000000,2012-08-27 00:00:00,5000,160.73,1.0,36,0.12528,A,20,Wedding Loans
47723,D713355700622949044D6E3,2012-09-07 20:18:28.770000000,2012-09-12 00:00:00,5000,171.23,1.0,36,0.17754,B,2,Home Improvement
47729,659335426217892904DA6BC,2012-03-19 13:20:55.707000000,2012-03-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
47736,44CE3555889016813A03940,2012-08-20 15:11:29.903000000,2012-08-28 00:00:00,7500,217.2,1.0,60,0.26887,C,13,Household Expenses
47738,981835408633140566A0152,2012-02-20 14:14:43.473000000,2012-02-23 00:00:00,4000,149.65,1.0,36,0.24246,C,13,Household Expenses
47748,527535514751432911D564B,2012-06-28 19:45:28.717000000,2012-07-06 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
47763,33623536066951553E1D0E1,2012-01-18 14:57:06.460000000,2012-01-24 00:00:00,15000,384.58,1.0,60,0.20358,B,1,Debt Consolidation
47766,1B9E3543680424487434771,2012-04-14 10:25:42.017000000,2012-04-24 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
47769,1BB93557620945805235814,2012-09-06 16:55:29.993000000,2012-09-19 00:00:00,15000,582.52,1.0,36,0.2706,D,1,Debt Consolidation
47772,93483545500891802D1724A,2012-04-20 03:29:28.530000000,2012-04-26 00:00:00,3000,113.77,1.0,36,0.25259,C,20,Wedding Loans
47775,93683547617503554318893,2012-05-25 13:11:48.827000000,2012-05-30 00:00:00,2000,73.33,1.0,36,0.22742,C,6,Auto
47784,7F7C3561234616730583CC9,2012-11-03 15:05:59.067000000,2012-11-14 00:00:00,15000,451.24,1.0,60,0.28848,D,1,Debt Consolidation
47785,7F883536938436878E26CB1,2012-01-25 20:07:34.757000000,2012-01-31 00:00:00,15000,458.03,1.0,36,0.06587,AA,3,Business
47805,D9EB3555980556531710133,2012-08-24 01:23:26.470000000,2012-09-13 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
47815,583B3548343347007922B04,2012-05-23 06:12:22.783000000,2012-06-01 00:00:00,15000,415.99,1.0,60,0.24702,C,1,Debt Consolidation
47819,B8F3354470508760376F627,2012-04-18 10:48:21.480000000,2012-04-26 00:00:00,8975,323.03,1.0,36,0.21372,B,1,Debt Consolidation
47822,D98B3537013903395B1E068,2012-01-14 08:25:29.920000000,2012-01-24 00:00:00,8000,320.28,1.0,36,0.29394,D,1,Debt Consolidation
47828,18963563241501798CC6440,2012-11-06 08:48:36.547000000,2012-11-28 00:00:00,25000,536.36,1.0,60,0.12645,AA,8,Baby & Adoption
47833,18A235624233833840A059B,2012-11-14 20:10:56.830000000,2012-11-30 00:00:00,6500,207.43,1.0,36,0.1202,A,2,Home Improvement
47835,FC5635551110758771C5F55,2012-08-12 20:47:26.910000000,2012-08-22 00:00:00,4000,173.71,1.0,36,0.35797,HR,15,Medical/Dental
47839,FC653535285122445F1C1B5,2012-01-10 12:24:02.010000000,2012-01-13 00:00:00,5000,128.19,1.0,60,0.20358,B,3,Business
47844,5297355204253052225FFB4,2012-07-09 04:10:36.190000000,2012-07-26 00:00:00,2000,86.85,1.0,36,0.35797,HR,15,Medical/Dental
47852,336335465219238388B3D1A,2012-05-05 09:53:02.593000000,2012-05-11 00:00:00,4000,169.78,1.0,36,0.33973,E,2,Home Improvement
47853,336C3549002171816A924D7,2012-06-03 17:12:05.543000000,2012-06-18 00:00:00,15000,539.88,1.0,36,0.21372,B,7,Other
47859,33D4354159618604699F7C1,2012-03-12 17:27:05.810000000,2012-03-26 00:00:00,5500,160.4,1.0,60,0.27246,C,1,Debt Consolidation
47865,E8093534806307474527C31,2011-12-26 14:49:39.240000000,2012-01-10 00:00:00,15000,410.12,1.0,60,0.23477,B,2,Home Improvement
47868,F76E3558739631884D3BDD7,2012-10-02 16:34:22.653000000,2012-10-18 00:00:00,15000,334.27,1.0,60,0.14341,AA,1,Debt Consolidation
47878,94063553764531634DEDAF5,2012-07-21 16:05:49.307000000,2012-07-25 00:00:00,7500,233.7,1.0,60,0.30697,D,1,Debt Consolidation
47882,9D8A354261903038177FA96,2012-04-04 09:19:12.327000000,2012-04-06 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
47885,9DAC354746816697207B969,2012-05-14 16:31:03.537000000,2012-05-30 00:00:00,14250,308.76,1.0,60,0.13084,AA,1,Debt Consolidation
47888,DB85355419559867773CA2F,2012-08-14 15:22:56.460000000,2012-08-27 00:00:00,3500,151.99,1.0,36,0.35797,HR,1,Debt Consolidation
47900,DA1C3541468700992062548,2012-02-26 23:15:53.573000000,2012-03-14 00:00:00,11000,320.8,1.0,60,0.27246,C,3,Business
47903,B44B3543359611854F2FCA8,2012-04-09 13:21:17.267000000,2012-04-19 00:00:00,8500,268.26,1.0,60,0.31375,D,6,Auto
47908,58733529694581960C4C201,2011-11-07 11:33:35.700000000,2012-01-24 00:00:00,12000,349.97,1.0,60,0.27246,C,1,Debt Consolidation
47912,65DE3555165561395F47FE8,2012-08-14 12:33:29.393000000,2012-08-22 00:00:00,5000,188.35,1.0,36,0.24758,C,1,Debt Consolidation
47913,65E23536388969642B928CA,2012-01-13 12:58:02.857000000,2012-01-19 00:00:00,4500,154.87,1.0,36,0.17359,B,1,Debt Consolidation
47916,1BAC3539307998726E148B4,2012-02-24 14:11:55.903000000,2012-02-29 00:00:00,10000,317.95,1.0,36,0.11766,A,7,Other
47921,1BD13565655372883342269,2012-12-13 10:45:44.417000000,2012-12-28 00:00:00,18500,531.99,1.0,60,0.26528,C,1,Debt Consolidation
47935,E948354314569085389B818,2012-03-18 12:55:08.320000000,2012-03-21 00:00:00,5000,197.53,1.0,36,0.2837,D,1,Debt Consolidation
47938,E04F355962964115238C7F6,2012-10-04 08:55:47.013000000,2012-10-15 00:00:00,7000,163.86,1.0,60,0.1658,A,7,Other
47943,52D535541321693546244FF,2012-08-14 10:21:54.657000000,2012-08-22 00:00:00,5800,208.93,1.0,36,0.21434,C,20,Wedding Loans
47946,52DB3536100559079EDDB31,2012-01-03 20:56:33.423000000,2012-01-12 00:00:00,10000,396.91,1.0,36,0.28728,D,1,Debt Consolidation
47948,52F435465085834298F0E1F,2012-05-15 07:51:35.297000000,2012-05-23 00:00:00,6000,522.4,1.0,12,0.11893,A,1,Debt Consolidation
47952,33F635453508245868AD26B,2012-04-21 12:09:29.727000000,2012-05-18 00:00:00,15000,568.83,1.0,36,0.25259,C,1,Debt Consolidation
47955,39A435364582396288F68AE,2012-01-03 14:38:39.470000000,2012-01-11 00:00:00,9000,292.67,1.0,60,0.32989,D,1,Debt Consolidation
47959,F7823565815436642FD3482,2012-12-19 05:46:42.867000000,2012-12-27 00:00:00,8500,195.41,1.0,60,0.15752,A,1,Debt Consolidation
47961,F78B355116148519422DAD6,2012-07-07 14:04:31.697000000,2012-07-13 00:00:00,5000,164.9,1.0,36,0.14328,A,3,Business
47968,82F93544421371064DCB9A1,2012-04-02 20:42:11.340000000,2012-04-09 00:00:00,2000,0.0,1.0,12,0.06589,AA,1,Debt Consolidation
47978,9DC83557745921823EFE083,2012-09-13 13:26:17.943000000,2012-09-18 00:00:00,5000,175.76,1.0,36,0.19645,B,1,Debt Consolidation
47979,9DD735423536258408DE8CE,2012-04-02 02:47:49.117000000,2012-04-06 00:00:00,2000,77.28,1.0,36,0.26681,D,1,Debt Consolidation
47992,1A4A3562917836207B78665,2012-11-17 23:10:45.073000000,2012-11-21 00:00:00,2000,73.3,1.0,36,0.22712,C,13,Household Expenses
47997,EFC435610425056139FF05E,2012-10-25 08:32:12.067000000,2012-10-30 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
48006,FBCB3553326536517C38AFA,2012-07-31 05:22:27.470000000,2012-08-07 00:00:00,7000,228.81,1.0,36,0.13697,A,1,Debt Consolidation
48014,65F13560693574726B9700D,2012-10-11 17:16:25.537000000,2012-10-16 00:00:00,2000,75.34,1.0,36,0.24758,C,15,Medical/Dental
48023,EBD03538613142287DF039A,2012-01-26 20:16:41.207000000,2012-01-31 00:00:00,5000,197.45,1.0,36,0.28339,D,1,Debt Consolidation
48034,E07A3541229306529C1D9B5,2012-03-02 13:44:21.497000000,2012-03-07 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
48046,531B3544405614510F4637D,2012-04-11 18:54:59.697000000,2012-04-17 00:00:00,2500,86.28,1.0,36,0.18316,B,2,Home Improvement
48052,39C43547905093147ACF415,2012-05-31 10:05:21.817000000,2012-06-07 00:00:00,15000,383.35,1.0,60,0.20705,B,1,Debt Consolidation
48053,39D135607256916867CC960,2012-10-11 08:47:16.387000000,2012-10-16 00:00:00,13000,350.31,1.0,60,0.23277,C,1,Debt Consolidation
48060,D0DA3564179483606440002,2012-12-09 08:40:01.560000000,2012-12-26 00:00:00,9500,847.58,1.0,12,0.18526,B,19,Vacation
48069,A5D63540879971769CCA5C1,2012-02-26 18:02:10.687000000,2012-03-23 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
48074,1A70353400987925048E745,2011-12-12 07:45:45.013000000,2012-02-22 00:00:00,15000,348.71,1.0,60,0.15784,A,1,Debt Consolidation
48079,1A7C35446793112645FC3B5,2012-04-18 16:41:04.797000000,2012-04-25 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
48080,1A7E3538484783076CB97D7,2012-02-03 15:16:23.070000000,2012-02-24 00:00:00,15000,561.21,1.0,36,0.24246,C,7,Other
48082,9E1A3562979380766D0FCB3,2012-11-08 14:21:38.733000000,2012-11-14 00:00:00,19000,531.48,1.0,60,0.25133,C,1,Debt Consolidation
48087,9E3135565628586974B02FE,2012-08-27 11:56:53.237000000,2012-09-05 00:00:00,4246,99.39,1.0,60,0.1658,A,7,Other
48091,F01735542503393266E06C4,2012-08-11 21:14:25.237000000,2012-08-20 00:00:00,5500,171.38,1.0,60,0.30697,D,1,Debt Consolidation
48094,F02535546625278538442C1,2012-08-06 13:29:34.877000000,2012-08-24 00:00:00,3600,156.34,1.0,36,0.35797,HR,10,Cosmetic Procedure
48097,F0373551118689149EC6FBE,2012-07-10 04:59:48.703000000,2012-07-23 00:00:00,25000,541.69,1.0,60,0.13084,AA,2,Home Improvement
48103,FC1735496093047392CA46B,2012-06-24 08:11:44.303000000,2012-07-03 00:00:00,4000,120.0,1.0,60,0.28704,D,15,Medical/Dental
48118,E5ED35424058704448B29EF,2012-03-27 14:38:29.310000000,2012-03-30 00:00:00,4000,173.71,1.0,36,0.35797,HR,20,Wedding Loans
48119,E5ED3545622877570060556,2012-04-16 17:58:19.310000000,2012-04-24 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
48130,1D6A3545397614090112B9F,2012-04-17 18:50:59.090000000,2012-04-25 00:00:00,15000,517.71,1.0,36,0.18316,B,1,Debt Consolidation
48131,1C053560996974034FB064A,2012-10-21 18:01:40.633000000,2012-11-05 00:00:00,4000,169.94,1.0,36,0.34045,E,1,Debt Consolidation
48132,1C083553633965280B50810,2012-07-17 18:10:56.557000000,2012-07-27 00:00:00,2000,86.85,1.0,36,0.35797,HR,7,Other
48133,1C0C35464030744284FCA55,2012-05-16 19:02:29.617000000,2012-05-30 00:00:00,12500,474.02,1.0,36,0.25259,C,1,Debt Consolidation
48135,55F53559501186229211BCA,2012-10-09 07:20:07.843000000,2012-10-15 00:00:00,6000,226.02,1.0,36,0.24758,C,7,Other
48140,56223549673615691014977,2012-06-15 09:16:14.263000000,2012-06-19 00:00:00,4000,136.98,1.0,60,0.35838,E,13,Household Expenses
48151,FEDA35396146252681D34C6,2012-02-19 13:38:42.940000000,2012-02-23 00:00:00,10000,291.64,1.0,60,0.27246,C,1,Debt Consolidation
48167,9E583540893758875031D0F,2012-03-12 10:21:33.050000000,2012-03-28 00:00:00,12500,320.49,1.0,60,0.20358,B,1,Debt Consolidation
48169,9E5D35437489712705979C4,2012-04-15 06:33:23.930000000,2012-04-30 00:00:00,25000,838.74,1.0,36,0.15538,A,7,Other
48173,53273562680523322B9C8E3,2012-11-09 18:37:15.553000000,2012-11-23 00:00:00,15000,399.41,1.0,60,0.22693,B,1,Debt Consolidation
48182,A62435580291381118AF64D,2012-09-25 16:33:50.157000000,2012-10-04 00:00:00,7000,252.15,1.0,36,0.21434,C,7,Other
48185,A40B355704712224266E32F,2012-09-03 07:12:49.770000000,2012-09-07 00:00:00,4500,139.44,1.0,36,0.08577,AA,1,Debt Consolidation
48189,FD3A3554446484025EF0553,2012-08-07 08:26:11.753000000,2012-09-13 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
48200,D10035476836270764A2BE5,2012-05-12 08:37:06.097000000,2012-05-17 00:00:00,15000,517.71,1.0,36,0.18316,B,1,Debt Consolidation
48205,9A7B3547197480938683645,2012-05-20 19:17:46.693000000,2012-05-24 00:00:00,15000,450.0,1.0,60,0.28704,D,1,Debt Consolidation
48208,1C26353930375311786ECDD,2012-02-06 08:31:15.067000000,2012-02-13 00:00:00,3500,151.99,1.0,36,0.35797,HR,1,Debt Consolidation
48211,1C383547539706722E4C492,2012-05-11 12:34:12.920000000,2012-05-18 00:00:00,15000,596.32,1.0,36,0.28851,D,1,Debt Consolidation
48212,1C1F3551917027636482DB4,2012-07-13 11:49:08.577000000,2012-07-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
48230,8F233560109127945629346,2012-10-18 01:41:57.230000000,2012-10-25 00:00:00,10000,408.9,1.0,36,0.31032,E,1,Debt Consolidation
48233,562D353683400752094B3D1,2012-01-09 17:48:10.720000000,2012-01-12 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
48243,EAD43556946418864721215,2012-08-27 17:08:49.350000000,2012-08-30 00:00:00,6839,219.84,1.0,36,0.12528,A,1,Debt Consolidation
48245,EAE435581753366761F2B8F,2012-09-20 11:03:43.047000000,2012-09-28 00:00:00,3000,130.28,1.0,36,0.35797,HR,13,Household Expenses
48246,EAE435614619197454A1458,2012-11-04 23:08:12.513000000,2012-11-30 00:00:00,6000,187.79,1.0,60,0.30933,D,1,Debt Consolidation
48250,EB0635470295020294F7011,2012-05-14 09:01:43.227000000,2012-05-17 00:00:00,4000,136.98,1.0,60,0.35838,E,1,Debt Consolidation
48251,DBB33555268509068743D9D,2012-08-25 08:27:56.603000000,2012-08-29 00:00:00,4000,155.34,1.0,36,0.2706,D,1,Debt Consolidation
48253,DBC535544437576886DB68D,2012-08-15 12:43:49.923000000,2012-08-17 00:00:00,4000,0.0,1.0,12,0.31032,E,1,Debt Consolidation
48262,9E74354802676629271C60F,2012-05-30 08:44:18.147000000,2012-06-04 00:00:00,3000,107.98,1.0,36,0.21372,B,13,Household Expenses
48264,9E7835393131789689FBE8F,2012-02-17 09:36:41.787000000,2012-02-29 00:00:00,13981,426.91,1.0,36,0.06587,AA,3,Business
48268,A4D235402232162478E587D,2012-02-15 12:51:47.063000000,2012-02-22 00:00:00,17000,520.96,1.0,36,0.06828,AA,3,Business
48278,A412355868882589829F8C5,2012-09-25 15:07:41.920000000,2012-09-27 00:00:00,11000,353.6,1.0,36,0.12528,A,3,Business
48280,A42E35585182636546B4754,2012-09-17 06:38:29.477000000,2012-09-25 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
48292,1E9A3537242603625D4CCC5,2012-01-13 09:20:04.960000000,2012-02-22 00:00:00,3450,297.07,1.0,12,0.13706,A,2,Home Improvement
48295,C1C935473303894153A6D6D,2012-05-17 10:31:31.677000000,2012-05-24 00:00:00,4000,136.98,1.0,60,0.35838,E,13,Household Expenses
48297,C1CF354044381388718D681,2012-02-28 12:06:49.320000000,2012-03-06 00:00:00,15000,384.58,1.0,60,0.20358,B,1,Debt Consolidation
48301,C1E23546516221712BBFC8A,2012-05-05 11:45:34.183000000,2012-05-08 00:00:00,3000,119.26,1.0,36,0.28851,D,15,Medical/Dental
